,CDID,ADDRESS1,ADDRESS2,ADDRESS3,CITY,STATEPROVINCE,POSTALCODE,COUNTRY,Scenario,Use Case,Raw Data
224,712672138,BELGRAVE HOUSE,HATFIELD BUSINESS PARK,FROBISHER WAY,HATFIELD,GB-ENG,AL10 9TQ,GB,Special character ,Swapping the order of dataset  - City,"BELGRAVE HOUSE,HATFIELD BUSINESS PARK,FROBISHER WAY,HATFIELD, ,AL10 9TQ"
225,712751146,MARLBOROUGH HOUSE,59 CHORLEY NEW ROAD,,BOLTON,GB-ENG,BL1 4QP,GB,Special character ,Swapping the order of dataset  - City,"MARLBOROUGH HOUSE,59 CHORLEY NEW ROAD,BOLTON, ,BL1 4QP"
226,712671861,PEGASUS HOUSE,BAKEWELL ROAD ORTON SOUTHGATE,,PETERBOROUGH,GB-ENG,PE2 6YS,GB,Special character ,Swapping the order of dataset  - City,"PEGASUS HOUSE,BAKEWELL ROAD ORTON SOUTHGATE,PETERBOROUGH, ,PE2 6YS"
227,712671887,BELGRAVE HOUSE FROBISHER WAY,HATFIELD BUSINESS PARK,,HATFIELD,GB-ENG,AL10 9TQ,GB,Special character ,Swapping the order of dataset  - City,"BELGRAVE HOUSE FROBISHER WAY,HATFIELD BUSINESS PARK,HATFIELD, ,AL10 9TQ"
228,712671889,6TH FLOOR LANSDOWNE HOUSE,BERKELEY SQUARE,,LONDON,GB-ENG,W1J 6ER,GB,Special character ,Swapping the order of dataset  - City,"6TH FLOOR LANSDOWNE HOUSE,BERKELEY SQUARE,LONDON, ,W1J 6ER"
229,712752800,CHURCHILL HOUSE,120 BUNNS LANE,,LONDON,GB-LND,NW7 2AS,GB,Special character ,Swapping the order of dataset  - City,"CHURCHILL HOUSE,120 BUNNS LANE,LONDON, ,NW7 2AS"
230,712137341,WATLING HOUSE,33 CANNON STREET,,LONDON,UNITED KINGDOM-NA,EC4M 5SB,GB,Special character ,Swapping the order of dataset  - City,"WATLING HOUSE,33 CANNON STREET,LONDON, ,EC4M 5SB"
231,717522586,CENTRAL HOUSE,47 ST. PAUL'S STREET,,LEEDS,GB-ENG,LS1 2TE,GB,Special character ,Swapping the order of dataset  - City,"CENTRAL HOUSE,47 ST. PAUL'S STREET,LEEDS, ,LS1 2TE"
232,711658605,TNT EXPRESS HOUSE,HOLLY LANE,,ATHERSTONE,GB-ENG,CV9 2RY,GB,Special character ,Swapping the order of dataset  - City,"TNT EXPRESS HOUSE,HOLLY LANE,ATHERSTONE, ,CV9 2RY"
233,712447622,VALE HOUSE,"ROEBUCK CLOSE, BANCROFT ROAD",SURREY,REIGATE,GB-ENG,RH2 7RU,GB,Special character ,Swapping the order of dataset  - City,"VALE HOUSE,ROEBUCK CLOSE, BANCROFT ROAD,SURREY,REIGATE, ,RH2 7RU"
234,712447577,VALE HOUSE ROEBUCK CLOSE,BANCROFT ROAD,SURREY,REIGATE,GB-ENG,RH2 7RU,GB,Special character ,Swapping the order of dataset  - City,"VALE HOUSE ROEBUCK CLOSE,BANCROFT ROAD,SURREY,REIGATE, ,RH2 7RU"
235,711646315,Riverbank House,2 Swan Lane,,London,,EC4R 3AD,GB,Special character ,Swapping the order of dataset  - City,"Riverbank House,2 Swan Lane,London,EC4R 3AD"
236,711636880,Castlereagh House,12 Manse Road,Castlereagh,Belfast,ANTRIM,BT6 9RT,GB,Special character ,Swapping the order of dataset  - City,"Castlereagh House,12 Manse Road,Castlereagh,Belfast,ANTRIM,BT6 9RT"
237,711669223,5 Jupiter House,Calleva Park,Aldermaston,Reading,BERKSHIRE,RG7 8NN,GB,Special character ,Swapping the order of dataset  - City,"5 Jupiter House,Calleva Park,Aldermaston,Reading,BERKSHIRE,RG7 8NN"
238,711594586,FLAGSHIP HOUSE,VICTORY WAY CROSSWAYS,,DARTFORD,KENT,DA2 6QD,GB,Special character ,Swapping the order of dataset  - City,"FLAGSHIP HOUSE,VICTORY WAY CROSSWAYS,DARTFORD,KENT,DA2 6QD"
239,712130860,BRIDGEWAY HOUSE,BRIDGEWAY,WARWICKSHIRE,STRATFORD-UPON-AVON,GB-ENG,CV37 6YX,GB,Special character ,Swapping the order of dataset  - City,"BRIDGEWAY HOUSE,BRIDGEWAY,WARWICKSHIRE,STRATFORD-UPON-AVON, ,CV37 6YX"
240,711494428,SWORD HOUSE,TOTTERIDGE ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,HP13 6DG,GB,Special character ,Swapping the order of dataset  - City,"SWORD HOUSE,TOTTERIDGE ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,HP13 6DG"
241,711557230,Riverbank House,2 Swan Lane,,London,,EC4R 3AD,GB,Special character ,Swapping the order of dataset  - City,"Riverbank House,2 Swan Lane,London,EC4R 3AD"
242,711144968,West House,Kings Cross Road,,Halifax,,HX1 1EB,GB,Special character ,Swapping the order of dataset  - City,"West House,Kings Cross Road,Halifax,HX1 1EB"
243,711658491,TNT Express House,Holly Lane,,Atherstone,,CV9 2RY,GB,Special character ,Swapping the order of dataset  - City,"TNT Express House,Holly Lane,Atherstone,CV9 2RY"
244,712141351,Old Change House,128 Queen Victoria Street,,London,GB-ENG,EC4V 4BJ,GB,Special character ,Swapping the order of dataset  - City,"Old Change House,128 Queen Victoria Street,London, ,EC4V 4BJ"
245,717522588,MONTAGU HOUSE,81 HIGH STREET,,HUNTINGDON,GB-ENG,PE29 3NY,GB,Special character ,Swapping the order of dataset  - City,"MONTAGU HOUSE,81 HIGH STREET,HUNTINGDON, ,PE29 3NY"
246,711639171,WATERHOUSE MILLS,BEETHAM,,MILNTHORPE,,LA7 7AR,GB,Special character ,Swapping the order of dataset  - City,"WATERHOUSE MILLS,BEETHAM,MILNTHORPE,LA7 7AR"
247,711500225,ABBVIE HOUSE VANWALL BUSINESS PARK,VANWALL ROAD,BERKSHIRE,MAIDENHEAD,GB-ENG,SL6 4UB,GB,Special character ,Swapping the order of dataset  - City,"ABBVIE HOUSE VANWALL BUSINESS PARK,VANWALL ROAD,BERKSHIRE,MAIDENHEAD, ,SL6 4UB"
248,710789814,CANNON PLACE,78 CANNON STREET,,LONDON,UNITED KINGDOM-NA,EC4N 6AF,GB,Special character ,Swapping the order of dataset  - City,"CANNON PLACE,78 CANNON STREET,LONDON, ,EC4N 6AF"
249,712722909,CANADA LIFE PLACE,HIGH STREET,,POTTERS BAR,,EN6 5BA,GB,Special character ,Swapping the order of dataset  - City,"CANADA LIFE PLACE,HIGH STREET,POTTERS BAR,EN6 5BA"
